chunk_id,document_id,company,quarter,year,document_type,chunk_type,chunk_index,start_position,end_position,token_count,contains_financial_data,section_type
BRITANNIA_Q2_2024_transcript_chunk_13,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,13,12938,13936,249,True,
BRITANNIA_Q2_2024_transcript_chunk_14,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,14,13936,14933,249,True,
BRITANNIA_Q2_2024_transcript_chunk_15,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,15,14933,15928,248,True,
BRITANNIA_Q2_2024_transcript_chunk_16,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,16,15928,16926,249,True,
BRITANNIA_Q2_2024_transcript_chunk_17,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,17,16926,17925,249,True,
BRITANNIA_Q2_2024_transcript_chunk_18,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,18,17925,18924,249,False,
BRITANNIA_Q2_2024_transcript_chunk_19,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,19,18924,19917,248,True,financial_metrics
BRITANNIA_Q2_2024_transcript_chunk_20,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,20,19917,20907,247,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_21,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,21,20907,21906,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_22,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,22,21906,22904,249,False,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_23,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,23,22904,23900,248,True,
BRITANNIA_Q2_2024_transcript_chunk_24,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,24,23900,24898,249,False,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_25,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,25,24898,25889,247,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_26,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,26,25889,26887,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_27,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,27,26887,27879,247,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_28,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,28,27879,28874,248,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_29,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,29,28874,29871,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_30,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,30,29871,30863,247,False,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_31,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,31,30863,31860,249,False,
BRITANNIA_Q2_2024_transcript_chunk_32,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,32,31860,32857,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_33,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,33,32857,33852,248,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_34,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,34,33852,34846,248,True,qa_session
BRITANNIA_Q2_2024_transcript_chunk_35,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,35,34846,35843,249,True,
BRITANNIA_Q2_2024_transcript_chunk_36,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,36,35843,36840,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_37,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,37,36840,37837,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_38,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,38,37837,38835,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_39,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,39,38835,39833,249,False,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_40,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,40,39833,40829,248,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_41,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,41,40829,41826,249,False,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_42,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,42,41826,42823,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_43,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,43,42823,43822,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_44,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,44,43822,44819,249,True,management_discussion
BRITANNIA_Q2_2024_transcript_chunk_45,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,45,44819,45813,248,True,
BRITANNIA_Q2_2024_transcript_chunk_46,BRITANNIA_Q2_2024_transcript,BRITANNIA,Q2,2024,transcript,fixed_size,46,45813,46322,127,False,qa_session
BRITANNIA_Q2_2025_transcript_chunk_0,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,0,0,996,249,True,financial_metrics
BRITANNIA_Q2_2025_transcript_chunk_1,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,1,996,1990,248,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_2,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,2,1990,2985,248,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_3,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,3,2985,3984,249,True,
BRITANNIA_Q2_2025_transcript_chunk_4,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,4,3984,4980,248,False,
BRITANNIA_Q2_2025_transcript_chunk_5,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,5,4980,5976,248,True,
BRITANNIA_Q2_2025_transcript_chunk_6,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,6,5976,6972,248,True,
BRITANNIA_Q2_2025_transcript_chunk_7,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,7,6972,7971,249,True,
BRITANNIA_Q2_2025_transcript_chunk_8,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,8,7971,8970,249,False,
BRITANNIA_Q2_2025_transcript_chunk_9,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,9,8970,9964,248,False,
BRITANNIA_Q2_2025_transcript_chunk_10,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,10,9964,10963,249,True,
BRITANNIA_Q2_2025_transcript_chunk_11,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,11,10963,11962,249,True,
BRITANNIA_Q2_2025_transcript_chunk_12,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,12,11962,12961,249,True,
BRITANNIA_Q2_2025_transcript_chunk_13,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,13,12961,13958,249,True,financial_metrics
BRITANNIA_Q2_2025_transcript_chunk_14,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,14,13958,14957,249,True,
BRITANNIA_Q2_2025_transcript_chunk_15,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,15,14957,15956,249,True,
BRITANNIA_Q2_2025_transcript_chunk_16,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,16,15956,16954,249,True,qa_session
BRITANNIA_Q2_2025_transcript_chunk_17,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,17,16954,17952,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_18,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,18,17952,18942,247,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_19,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,19,18942,19938,248,True,
BRITANNIA_Q2_2025_transcript_chunk_20,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,20,19938,20936,249,False,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_21,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,21,20936,21934,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_22,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,22,21934,22928,248,False,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_23,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,23,22928,23923,248,False,
BRITANNIA_Q2_2025_transcript_chunk_24,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,24,23923,24919,248,True,
BRITANNIA_Q2_2025_transcript_chunk_25,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,25,24919,25916,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_26,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,26,25916,26912,248,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_27,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,27,26912,27909,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_28,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,28,27909,28907,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_29,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,29,28907,29906,249,True,qa_session
BRITANNIA_Q2_2025_transcript_chunk_30,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,30,29906,30896,247,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_31,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,31,30896,31890,248,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_32,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,32,31890,32888,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_33,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,33,32888,33885,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_34,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,34,33885,34883,249,True,qa_session
BRITANNIA_Q2_2025_transcript_chunk_35,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,35,34883,35878,248,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_36,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,36,35878,36876,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_37,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,37,36876,37875,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_38,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,38,37875,38874,249,False,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_39,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,39,38874,39872,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_40,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,40,39872,40870,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_41,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,41,40870,41862,247,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_42,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,42,41862,42860,249,False,qa_session
BRITANNIA_Q2_2025_transcript_chunk_43,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,43,42860,43857,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_44,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,44,43857,44854,249,True,management_discussion
BRITANNIA_Q2_2025_transcript_chunk_45,BRITANNIA_Q2_2025_transcript,BRITANNIA,Q2,2025,transcript,fixed_size,45,44854,45706,212,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_0,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,0,0,995,248,True,financial_metrics
BRITANNIA_Q3_2024_transcript_chunk_1,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,1,995,1994,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_2,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,2,1994,2991,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_3,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,3,2991,3987,248,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_4,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,4,3987,4983,248,True,
BRITANNIA_Q3_2024_transcript_chunk_5,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,5,4983,5982,249,True,
BRITANNIA_Q3_2024_transcript_chunk_6,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,6,5982,6980,249,True,
BRITANNIA_Q3_2024_transcript_chunk_7,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,7,6980,7977,249,True,
BRITANNIA_Q3_2024_transcript_chunk_8,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,8,7977,8967,247,True,
BRITANNIA_Q3_2024_transcript_chunk_9,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,9,8967,9962,248,True,
BRITANNIA_Q3_2024_transcript_chunk_10,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,10,9962,10959,249,True,
BRITANNIA_Q3_2024_transcript_chunk_11,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,11,10959,11955,248,False,
BRITANNIA_Q3_2024_transcript_chunk_12,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,12,11955,12954,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_13,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,13,12954,13952,249,False,
BRITANNIA_Q3_2024_transcript_chunk_14,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,14,13952,14948,248,True,
BRITANNIA_Q3_2024_transcript_chunk_15,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,15,14948,15947,249,True,
BRITANNIA_Q3_2024_transcript_chunk_16,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,16,15947,16939,247,True,financial_metrics
BRITANNIA_Q3_2024_transcript_chunk_17,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,17,16939,17937,249,True,
BRITANNIA_Q3_2024_transcript_chunk_18,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,18,17937,18934,249,True,qa_session
BRITANNIA_Q3_2024_transcript_chunk_19,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,19,18934,19933,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_20,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,20,19933,20932,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_21,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,21,20932,21931,249,True,
BRITANNIA_Q3_2024_transcript_chunk_22,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,22,21931,22926,248,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_23,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,23,22926,23922,248,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_24,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,24,23922,24919,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_25,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,25,24919,25917,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_26,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,26,25917,26910,248,True,qa_session
BRITANNIA_Q3_2024_transcript_chunk_27,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,27,26910,27907,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_28,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,28,27907,28904,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_29,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,29,28904,29898,248,True,
BRITANNIA_Q3_2024_transcript_chunk_30,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,30,29898,30895,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_31,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,31,30895,31892,249,True,
BRITANNIA_Q3_2024_transcript_chunk_32,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,32,31892,32891,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_33,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,33,32891,33888,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_34,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,34,33888,34886,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_35,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,35,34886,35883,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_36,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,36,35883,36880,249,False,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_37,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,37,36880,37877,249,True,
BRITANNIA_Q3_2024_transcript_chunk_38,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,38,37877,38866,247,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_39,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,39,38866,39858,247,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_40,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,40,39858,40851,248,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_41,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,41,40851,41848,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_42,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,42,41848,42846,249,True,
BRITANNIA_Q3_2024_transcript_chunk_43,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,43,42846,43838,247,False,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_44,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,44,43838,44834,248,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_45,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,45,44834,45833,249,True,management_discussion
BRITANNIA_Q3_2024_transcript_chunk_46,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,46,45833,46826,248,True,
BRITANNIA_Q3_2024_transcript_chunk_47,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,47,46826,47825,249,True,
BRITANNIA_Q3_2024_transcript_chunk_48,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,48,47825,48818,248,False,qa_session
BRITANNIA_Q3_2024_transcript_chunk_49,BRITANNIA_Q3_2024_transcript,BRITANNIA,Q3,2024,transcript,fixed_size,49,48818,49047,57,False,
BRITANNIA_Q3_2025_transcript_chunk_0,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,0,0,997,249,True,financial_metrics
BRITANNIA_Q3_2025_transcript_chunk_1,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,1,997,1991,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_2,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,2,1991,2984,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_3,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,3,2984,3974,247,True,
BRITANNIA_Q3_2025_transcript_chunk_4,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,4,3974,4972,249,True,
BRITANNIA_Q3_2025_transcript_chunk_5,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,5,4972,5969,249,True,
BRITANNIA_Q3_2025_transcript_chunk_6,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,6,5969,6965,248,True,
BRITANNIA_Q3_2025_transcript_chunk_7,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,7,6965,7958,248,False,
BRITANNIA_Q3_2025_transcript_chunk_8,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,8,7958,8954,248,True,
BRITANNIA_Q3_2025_transcript_chunk_9,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,9,8954,9946,247,True,
BRITANNIA_Q3_2025_transcript_chunk_10,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,10,9946,10945,249,True,
BRITANNIA_Q3_2025_transcript_chunk_11,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,11,10945,11941,248,True,
BRITANNIA_Q3_2025_transcript_chunk_12,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,12,11941,12936,248,False,
BRITANNIA_Q3_2025_transcript_chunk_13,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,13,12936,13922,246,True,
BRITANNIA_Q3_2025_transcript_chunk_14,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,14,13922,14919,249,True,
BRITANNIA_Q3_2025_transcript_chunk_15,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,15,14919,15916,249,True,qa_session
BRITANNIA_Q3_2025_transcript_chunk_16,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,16,15916,16913,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_17,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,17,16913,17907,248,True,
BRITANNIA_Q3_2025_transcript_chunk_18,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,18,17907,18903,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_19,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,19,18903,19900,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_20,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,20,19900,20898,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_21,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,21,20898,21892,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_22,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,22,21892,22886,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_23,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,23,22886,23883,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_24,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,24,23883,24880,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_25,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,25,24880,25876,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_26,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,26,25876,26874,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_27,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,27,26874,27872,249,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_28,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,28,27872,28868,248,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_29,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,29,28868,29860,247,True,
BRITANNIA_Q3_2025_transcript_chunk_30,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,30,29860,30848,246,True,management_discussion
BRITANNIA_Q3_2025_transcript_chunk_31,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,31,30848,31843,248,True,
BRITANNIA_Q3_2025_transcript_chunk_32,BRITANNIA_Q3_2025_transcript,BRITANNIA,Q3,2025,transcript,fixed_size,32,31843,32840,249,False,
